,type,text
271,Other,"[-2.62698922e-02 -3.29398625e-02  1.61156103e-01 -4.89467494e-02
 -9.49331447e-02 -2.09397618e-02  1.05317004e-01 -9.65246931e-02
  9.20168385e-02  1.01078890e-01  1.83857262e-01 -2.50050966e-02
 -5.05915880e-02 -1.46110848e-04  8.52533504e-02  7.67234042e-02
 -1.88880786e-01  1.61352396e-01 -2.44991090e-02  1.03899837e-01
  1.08271658e-01 -2.45987307e-02  2.11247262e-02  1.57760398e-03
  1.11932665e-01 -1.94739535e-01 -9.53955948e-03 -5.91399008e-03
  1.03209697e-01  8.10939539e-03  1.52003989e-01  2.37332731e-02
 -8.05193260e-02  1.74499735e-01  6.73546344e-02 -9.05541554e-02
  7.25949183e-03  1.00802183e-01 -1.71811596e-01 -7.42446557e-02
 -1.01010360e-01  2.32287049e-02 -2.42225695e-02  6.53711557e-02
  2.69853830e-01 -2.82823797e-02 -6.83686882e-03 -5.75100668e-02
 -6.27169525e-03 -6.85983896e-02 -1.66381821e-01 -3.81101258e-02
  7.28047118e-02  1.63521562e-02 -2.04596937e-01  3.35408114e-02
  3.95488478e-02  1.09580345e-01  1.42567635e-01 -1.37400284e-01
  4.58552651e-02 -8.98918044e-03  1.32934645e-01  8.76865909e-02
  9.97664109e-02 -9.62289348e-02 -1.02384411e-01  6.27850369e-02
  1.92084193e-01 -8.00599158e-02 -2.38375917e-01 -9.96584296e-02
 -3.74638923e-02 -1.48227155e-01 -2.91402880e-02 -4.27678488e-02
 -1.58514336e-01 -1.37895241e-01  8.50043595e-02  1.68140661e-02
  2.11839378e-03 -9.51164067e-02  4.41909991e-02  6.09546900e-02
 -2.17004240e-01 -8.83578602e-03 -9.10100564e-02  2.07584754e-01
  6.50261715e-02  5.99624217e-02  5.90870865e-02  7.12558553e-02
  1.62177354e-01 -1.34622991e-01  1.27021983e-01 -5.30285686e-02
  1.30346432e-01  2.96992119e-02  2.12126281e-02 -7.23339543e-02]"
272,Other,"[-0.08849713  0.19806571 -0.17344852  0.12525633  0.10457263 -0.1236499
  0.04125549  0.12502915 -0.23176071  0.02367802  0.02051973  0.1270687
 -0.10347492  0.11915317 -0.13820818 -0.07465112 -0.14784347 -0.10550167
  0.15765414 -0.1240195   0.09272796  0.02987337 -0.01019682  0.3911608
 -0.00403029 -0.2643273   0.09194018  0.04142186  0.02402908  0.02870126
  0.09818786  0.16965538 -0.06085674 -0.01629787 -0.013023   -0.01214732
 -0.10774961  0.1433199   0.12868191  0.07973795 -0.14333081  0.4287462
 -0.09584789 -0.25036657  0.10204332 -0.11584558 -0.03650624  0.03812128
  0.11740959  0.05572086 -0.14326885  0.00805969  0.19372773 -0.10591128
 -0.04483817  0.01327539 -0.11796955 -0.05119831  0.0144965  -0.1295035
  0.00884472 -0.17020576  0.06934343  0.07765819 -0.23344114  0.04554829
 -0.01162796  0.1385887   0.16346455 -0.17033319  0.01283984  0.10709502
  0.03331883 -0.02343477  0.31360036  0.08019863  0.16488107 -0.12982409
  0.04942115  0.08418301  0.07291056 -0.12675007  0.1707852  -0.04292367
 -0.34491098  0.01220721  0.13739006  0.14721088 -0.04856619  0.05933677
  0.13598052  0.07911969  0.12444815  0.11164057  0.15565045  0.08159277
  0.09472544  0.02027809 -0.2784445   0.07412349]"
273,Other,"[-0.11940988 -0.11776233  0.05829123 -0.02639936 -0.15781492 -0.12545532
  0.08623745 -0.03797729  0.09280041  0.18576954 -0.15290056 -0.05486665
  0.23642673 -0.09583298  0.0171975  -0.26504934 -0.05026244 -0.11329088
 -0.1339964   0.19729668 -0.02002316 -0.08855681  0.06658907  0.16102251
  0.06233656  0.04004921  0.11759005  0.14795323  0.18923882 -0.01015383
  0.01206166 -0.02806891 -0.15312114  0.05051176  0.03308356  0.18356715
  0.18238527  0.33307174  0.07242236  0.03352097  0.09589379  0.01333169
 -0.08708161  0.12923248  0.08054635 -0.02475721 -0.04691881  0.00475854
  0.10511346  0.17136961  0.00256663  0.22015107 -0.07031894 -0.07905535
  0.0917721  -0.07380451 -0.16825028  0.10737388  0.04410613 -0.02506082
  0.11197227  0.10280111  0.06127403  0.03629568 -0.11262723  0.01166399
  0.1500053  -0.03857584 -0.01338221  0.04481779 -0.08679727 -0.03909558
 -0.02878623 -0.03439642  0.03651576  0.11102549 -0.26389098 -0.00239411
  0.0919921  -0.02685988 -0.03123702  0.05310736 -0.00183166  0.21805337
  0.00442022  0.00345456  0.1291606   0.08694702  0.01906252  0.15201025
  0.00518265 -0.02284893  0.11935145  0.09572705 -0.03971392  0.2317681
  0.02448832  0.00592484  0.1114416  -0.11198559]"
274,Other,"[-0.23203717  0.24628846  0.01825021  0.07495123 -0.25966597  0.05297447
  0.21855672  0.09618164  0.00593844  0.31400815  0.18226321  0.21625936
  0.11286677  0.07925565 -0.13780014 -0.23820063 -0.09042389  0.00304679
 -0.01762873  0.02987385  0.11295967  0.14432095  0.12713882  0.10392085
 -0.04432223  0.10250856  0.13528953 -0.06244871  0.101849   -0.07347734
 -0.05627205  0.14889504  0.33235937 -0.09933194  0.27661532  0.22696148
  0.19625773  0.25332564  0.00987488 -0.2147359   0.01772136  0.14178985
 -0.21185128  0.19315216  0.37705955 -0.05676379 -0.09962261 -0.08428884
  0.1146652  -0.14972404 -0.03282985 -0.09037808 -0.08142885 -0.0539295
 -0.09779715  0.22490707  0.17373621 -0.20526853 -0.10405897 -0.0261167
  0.09203006  0.14281139 -0.08974811  0.07210097  0.23599193 -0.37158117
 -0.02750328 -0.01911328  0.1471937   0.02763147 -0.2775825   0.10128578
  0.04932851 -0.06705144  0.17219152 -0.14760248  0.23400179 -0.05741976
  0.22094026 -0.05261585  0.17748885 -0.0144754  -0.03775733 -0.26003024
  0.00703049  0.05087186 -0.14514062  0.11217075 -0.18305936 -0.03208766
  0.03743226 -0.04881683 -0.08684164 -0.0745145  -0.1309415  -0.17314693
  0.07585631  0.12740807  0.07422929 -0.02175546]"
275,Other,"[-9.34517235e-02  1.09176762e-01 -1.53602734e-02 -9.03521478e-02
 -7.34962150e-03 -8.61813426e-02  1.03157349e-01 -1.13113383e-02
 -1.62991524e-01  1.71894245e-02  1.18340328e-01  8.45838338e-03
  3.17401849e-02 -1.26678154e-01  3.17785889e-02  1.25386387e-01
 -7.26511031e-02  2.66334917e-02 -7.68797845e-02 -1.71672344e-01
  8.07209685e-02  1.16146505e-01  1.41976744e-01  1.23112872e-01
  1.51762636e-02 -1.51670054e-01  2.03575566e-02  4.52017598e-02
  7.37107620e-02 -1.69251878e-02 -5.54162078e-02  2.20866930e-02
 -6.78747892e-05 -3.53500284e-02  5.95226884e-03 -7.27350935e-02
  2.72259027e-01  1.30455531e-02 -9.61815491e-02  3.61151882e-02
 -3.23867261e-01  1.04517646e-01 -2.17819549e-02 -6.24692366e-02
  1.16422877e-01  2.82323733e-03 -7.15720057e-02  3.65110487e-03
  1.80829823e-01  1.05783373e-01 -1.78658754e-01 -2.32553128e-02
 -1.67286903e-01 -5.52572384e-02 -8.41636360e-02 -2.22455859e-02
  9.48589146e-02 -1.90893188e-04 -1.68849938e-02  1.45582467e-01
 -9.74386334e-02 -1.00851938e-01  1.23414904e-01  1.15114093e-01
 -1.05979487e-01 -1.24406338e-01 -3.41474079e-03  3.07799820e-02
  5.60340025e-02  4.91224751e-02 -1.75342500e-01 -6.76102191e-03
 -7.33174756e-02 -8.42289627e-02 -8.93161073e-03 -5.90823106e-02
 -3.22570093e-03  1.99182518e-03 -5.91803938e-02 -4.89270613e-02
 -9.12983268e-02  3.44716012e-03 -8.52959696e-03  2.92634219e-02
 -3.54500338e-02 -2.80192960e-02 -6.90123439e-03  1.33460760e-01
  1.44456312e-01  2.69046798e-03 -2.37165745e-02 -8.08603317e-03
  7.11567104e-02 -8.41063485e-02  2.01211244e-01  5.29491007e-02
  1.02885924e-01 -5.73545918e-02 -5.30532822e-02 -5.76334670e-02]"
276,Other,"[ 0.13703887 -0.1746619  -0.1776122  -0.154817    0.1312293  -0.06155225
  0.03628892 -0.11485158  0.04191628 -0.00543141 -0.05705216  0.13917787
  0.11237882  0.05576854  0.1080597  -0.27935955 -0.06029528 -0.10205601
  0.18808539 -0.03531788  0.15215646  0.13411047  0.06785702 -0.0056104
  0.04296637  0.08274297  0.09710847  0.29310155  0.13259354 -0.067678
  0.133627   -0.03039875 -0.17252593  0.09307146  0.01950528  0.06340121
  0.08921394  0.06606232 -0.0609694   0.07835747  0.09609319  0.01176981
 -0.15309219  0.01084404 -0.01208095  0.04598383 -0.09083895 -0.09992254
 -0.14044046  0.19109228 -0.0639774   0.06598258 -0.10669686 -0.13935515
 -0.16310897 -0.06508856 -0.07793996 -0.09900553 -0.04549364  0.10123759
 -0.09637416  0.00041535  0.31383494 -0.01623724  0.0246656  -0.01148423
 -0.07111337 -0.04766218  0.07430995 -0.09093259 -0.15567374 -0.2586535
 -0.21829322  0.08396905  0.00686786 -0.04758732  0.15265666  0.04593638
  0.09547347 -0.00179689 -0.04476847  0.16079828  0.06536771 -0.03902223
 -0.2366819  -0.01822685 -0.11920356 -0.02237438  0.00883466 -0.1053676
 -0.01913333 -0.00418555  0.06727909 -0.01088465 -0.01203386  0.05787961
  0.00496849  0.11234927 -0.04720556  0.04387281]"
277,Other,"[-0.31265312 -0.15065002 -0.2701102  -0.06983068  0.14973925 -0.20341963
 -0.15474266  0.04547833  0.02156697  0.2888378  -0.19411892  0.14862172
 -0.13411365  0.13209765  0.16666523  0.10722522  0.01505314 -0.11221857
  0.07892559 -0.00846102  0.19629654  0.01898167  0.09159496  0.04659973
 -0.3727396  -0.17237653 -0.00712209  0.18744591  0.15218142 -0.23255922
 -0.1228321   0.03885234 -0.00048212  0.05963869 -0.06765676  0.06077832
  0.08930309  0.15153685 -0.26449263  0.02202914 -0.10408381 -0.01746943
 -0.08622473  0.01769747 -0.09973757  0.10918812 -0.03009279  0.1761218
  0.03817207  0.2575336  -0.11591184  0.01575954 -0.13385573  0.03937452
  0.00338547 -0.02301859 -0.15654184 -0.00806812 -0.27123088  0.16868491
  0.00752049 -0.17416976  0.17332105 -0.046675   -0.07489702 -0.11730912
 -0.044955   -0.05224039 -0.05427704 -0.01622936  0.11213155 -0.1197542
  0.0065974  -0.1201691   0.01590814  0.09550221  0.06207944 -0.14370866
  0.1855152  -0.04234248 -0.01011059  0.11893687  0.01153387 -0.1467552
  0.32629183  0.01093877 -0.0824462   0.01232996  0.1089045   0.06079605
  0.37697256 -0.1329991   0.3434521  -0.01076655 -0.17182061  0.14433983
 -0.19004501  0.15373543 -0.13451372 -0.29926825]"
278,Other,"[ 0.26465568 -0.2757319   0.37000853 -0.19359626 -0.15211114 -0.26168415
 -0.1232325  -0.21731909 -0.077685    0.00335231 -0.04761742 -0.13913904
 -0.13873541  0.27095488  0.27571738 -0.18727681  0.29054153 -0.14700884
  0.0116574   0.2912464   0.18055198 -0.09498712 -0.18242343  0.10094711
  0.10841687  0.1486676   0.10777695  0.2501428   0.17439179 -0.03251613
  0.00234542  0.14408436 -0.19056949  0.11568821 -0.03626171  0.02096513
  0.28900933  0.00694781  0.08443303 -0.0267847   0.34169123 -0.14913657
 -0.1072149   0.01436589 -0.23015505 -0.08237828  0.34150246  0.1514158
  0.27859426 -0.08263954 -0.06886804 -0.00772983 -0.31856108  0.12463053
 -0.1050117  -0.10549651  0.18346149 -0.0646143  -0.01484886 -0.02311445
  0.13383847 -0.05184596 -0.16766998  0.12900065 -0.14131701 -0.05223522
  0.28094348 -0.06094749 -0.18558486  0.04608432  0.49408215  0.36533368
 -0.10606732 -0.08341318 -0.05576549 -0.2322475   0.09312904  0.04505695
 -0.09489397 -0.00341329 -0.0690974   0.07288635  0.2712844   0.13289663
 -0.22734487  0.05250033 -0.11941434  0.23509479  0.02764941  0.00361079
  0.12999736 -0.31689197  0.18303722  0.13169923 -0.33537972  0.04359623
 -0.18956406  0.33845422 -0.16521463 -0.3106977 ]"
279,Other,"[ 0.104613    0.10120322  0.02226017 -0.0134996   0.06914304 -0.09392305
  0.13309807 -0.21443474 -0.1367721  -0.21579233  0.12994574  0.13606673
  0.2066881  -0.08635189  0.04203179  0.13608336 -0.05551554  0.10923876
  0.0431102  -0.06365162  0.13906157 -0.01274002  0.04919863  0.12486716
 -0.15221228  0.00887326  0.05070941 -0.0906124   0.15551516 -0.05767128
 -0.19247605 -0.03802505  0.07919357 -0.24280553  0.01408022 -0.23975232
  0.23660561  0.20287803  0.1715821  -0.04216796 -0.04269319  0.02016797
  0.02878941  0.00892804  0.171797    0.05715271  0.19883864  0.00919614
 -0.08174857  0.13463925 -0.05925306  0.04410576  0.15661207  0.03804828
 -0.18751498  0.03391363 -0.05340444 -0.0496832   0.23837417  0.1821022
 -0.04592121 -0.08238076  0.06519839 -0.00117347 -0.1328355   0.10058242
 -0.06754616  0.21799651  0.02849161 -0.08717133 -0.06558271 -0.07907248
 -0.06476538 -0.13827594 -0.14161669 -0.06114086 -0.18608387 -0.11472861
  0.00793427  0.03538333  0.05104987 -0.0970135   0.11189187  0.07150798
 -0.04557887 -0.03969298 -0.01207781  0.3722612   0.12225614  0.07098587
  0.05752308  0.26543492  0.06888274  0.01646677  0.04343305  0.04930032
 -0.03731559 -0.17554428  0.04928359  0.03679617]"
280,Other,"[ 0.03202889 -0.12551306 -0.10529894  0.02998299 -0.10145748 -0.1703323
  0.08832344  0.12581094  0.07097861 -0.05624902 -0.03542397  0.07199862
 -0.02449343  0.08019748  0.05270749 -0.06556079 -0.04653227 -0.25212687
 -0.01653834 -0.01225625  0.07984164  0.12514588  0.16853067 -0.06821599
 -0.09387382 -0.2627674  -0.12067849  0.1325437   0.02211186 -0.05996939
  0.12411483  0.11871681 -0.06743807  0.08557703 -0.02462692 -0.11792461
 -0.03147183  0.21513262 -0.09719792  0.00115663 -0.0988306   0.22889057
 -0.1409337   0.07048084 -0.01662511 -0.07324696 -0.11533979 -0.04817215
  0.05238287  0.09551447 -0.08505116  0.09630608  0.03008511 -0.11761907
 -0.04225679  0.00304449  0.01908619 -0.09688427  0.00790321 -0.06918024
 -0.00713713 -0.06613371  0.07149254  0.11970506  0.01750674 -0.11965927
 -0.15692034  0.03094706  0.18555671 -0.24383451 -0.1119527   0.09225632
  0.04221096 -0.01602023  0.23516856  0.03923555  0.1262658   0.03946084
  0.11038045  0.07767795  0.00799595 -0.20659195 -0.00439453  0.06305397
 -0.03159066 -0.09133655  0.02063485  0.08992968  0.13355386 -0.09866279
  0.1346382  -0.14394161  0.05678466  0.03272699  0.08893826  0.02893992
  0.15601158  0.0461758  -0.09770273  0.05985527]"
281,Other,"[ 0.06661502 -0.06419621  0.09057498 -0.0154556  -0.20266624  0.05159631
  0.08706442 -0.14396693 -0.03502201  0.05529679 -0.0381733  -0.05533265
 -0.01549527  0.0288697   0.09848979  0.10547488 -0.12802957  0.10370162
 -0.00955077  0.03802992 -0.08165064 -0.01711985  0.06852999  0.06862687
  0.00688811 -0.11725511  0.15797088  0.05897842 -0.01492559 -0.07522341
  0.14849739  0.09769351 -0.08950774 -0.0146229   0.05498526 -0.05054277
  0.10426882  0.06295701 -0.04737964 -0.09554677 -0.07091239  0.10417369
 -0.03743042 -0.04446787  0.06279986  0.10498244 -0.05270958 -0.06466035
  0.13663858 -0.06170351 -0.13480869  0.03508838 -0.02699367  0.0115644
  0.02279541  0.0825498  -0.08461746  0.15227903  0.1945383  -0.00729521
  0.06560151 -0.0443111   0.04941836 -0.09015861 -0.08544657 -0.08426493
  0.04724443  0.084784   -0.03481863 -0.05199946 -0.10913336 -0.04969454
 -0.16548084 -0.1410554  -0.02476915 -0.08031806 -0.08724698 -0.18572117
  0.08642596 -0.01602121  0.138109    0.06228034 -0.00034205 -0.02751479
 -0.0374103   0.01630709 -0.02386892  0.08113749  0.03664164 -0.03405073
  0.00884498  0.15584858  0.13100205  0.0449919   0.15206102  0.10797998
 -0.03998589 -0.10320763  0.05915573 -0.05106185]"
282,Other,"[ 0.07848694 -0.07249711  0.02827825 -0.05191778 -0.07534448 -0.07365883
 -0.03299101 -0.02839054 -0.01061135 -0.02788572  0.03805386  0.11850361
 -0.03424884 -0.10285164  0.15026295 -0.03998681  0.02934698  0.12603182
 -0.02059624  0.14726995  0.03917676 -0.09882671  0.056321    0.08566678
 -0.05268773 -0.09305532 -0.03906736 -0.143593   -0.05949767 -0.14912094
  0.16106927  0.06393064 -0.1255221   0.00726502  0.00535471 -0.05886158
  0.00102904  0.04820726 -0.01993532 -0.0549599  -0.12904575  0.05754498
  0.02370585 -0.00708309  0.08091198 -0.02244551  0.02145127 -0.06360295
 -0.083239   -0.0793782  -0.28791296 -0.0099126   0.03159764  0.03164605
 -0.07550509  0.15338615 -0.17115396  0.13429525  0.30571222 -0.07741312
  0.06991278 -0.02961505  0.07123302  0.17222905  0.12758066 -0.18744953
 -0.08580276  0.12849982  0.07515526 -0.05943426 -0.19386278 -0.17771435
 -0.12169045 -0.07931554  0.06044099  0.05709761 -0.15533662 -0.211849
  0.14891455 -0.03060611  0.13045    -0.00120274  0.00828502 -0.03751578
 -0.20406622 -0.02040691 -0.04448015  0.12889105  0.00650621  0.09107765
  0.14422855  0.12435991  0.3588138  -0.01978456  0.30022973  0.08872017
 -0.14687762  0.01292679  0.07213284 -0.03306876]"
283,Other,"[ 1.56862661e-01  1.08569264e-02 -3.51063013e-02  6.19731843e-04
 -1.30118176e-01 -4.96385433e-03  1.21954530e-01  7.25525618e-02
 -6.23547425e-03  5.38157187e-02  1.12468675e-02 -4.71615680e-02
  7.36313239e-02  1.23530291e-01 -6.83905110e-02 -1.93768576e-01
 -2.08205849e-04  1.73471883e-01 -3.15307051e-01  7.28693679e-02
  2.24853829e-01  2.11882289e-03 -2.45341305e-02  3.33998650e-02
 -7.37643838e-02 -9.52187553e-02  1.91479728e-01 -1.61739159e-02
  7.41373673e-02 -2.03877799e-02  1.78294063e-01  4.65863831e-02
 -2.31544256e-01  1.08259298e-01  3.39587294e-02  1.11823820e-01
  2.13604614e-01  1.33724540e-01 -2.14607269e-02  3.55615541e-02
 -1.54294625e-01  3.76977958e-02 -2.74636447e-02 -5.25675155e-02
  1.34812817e-01 -3.08075398e-02  9.29861665e-02  4.02655341e-02
  6.42865002e-02  6.58206567e-02  1.03533030e-01  2.49164343e-01
  3.35651934e-02  9.99729261e-02  6.99312016e-02 -1.71652794e-01
 -1.79256741e-02  1.51541814e-01  5.59873469e-02  1.13819288e-02
  1.43238723e-01  2.26471260e-01  3.72274965e-03  2.64033169e-01
  2.90810391e-02 -9.10250023e-02  1.37963891e-02 -1.75855644e-02
 -1.94089368e-01 -1.64566357e-02 -8.36617723e-02 -2.36257315e-01
 -4.51911874e-02 -1.85936019e-01 -6.06968766e-03 -3.85528393e-02
 -1.31572351e-01  4.82376963e-02  6.98937103e-03  9.39700827e-02
  7.54196569e-02 -2.96163913e-02 -4.03107367e-02  7.15625957e-02
  1.16119348e-01  5.53054065e-02  2.76477281e-02  5.84527962e-02
  9.62144956e-02 -1.31326923e-02  9.35984477e-02  8.74141082e-02
  1.68502256e-01 -4.58165742e-02  4.24830578e-02  2.01913223e-01
  1.63248017e-01 -2.04674643e-03  1.05608918e-01  5.76520003e-02]"
284,Other,"[-6.63220435e-02 -1.58666894e-01  6.55230656e-02  1.23493284e-01
  9.56511945e-02 -1.04168534e-01 -1.62334181e-04 -2.39126548e-01
  1.22469522e-01  1.62034541e-01  8.46474692e-02 -1.01700626e-01
 -2.82489270e-01  2.10012302e-01  1.34782031e-01 -1.41997680e-01
  8.52331519e-02 -4.56547253e-02 -1.67785306e-02  1.42030329e-01
  3.94617826e-01 -1.58080101e-01 -1.33460667e-02  1.00972161e-01
 -1.90109804e-01 -1.25257850e-01 -2.54444033e-01  8.54132324e-02
  4.60890055e-01  5.35588413e-02 -2.03013346e-02  2.00611398e-01
  1.44461945e-01  6.91825077e-02 -1.30743399e-01 -1.10451594e-01
  3.95132482e-01  3.30803022e-02 -5.35459667e-02 -8.89184102e-02
  1.07189685e-01  7.31818900e-02 -1.32272646e-01  1.71528652e-01
 -2.63583392e-01  2.41985366e-01  2.07874253e-02  2.51988798e-01
  2.53843367e-01  1.63550168e-01 -1.68623596e-01 -1.65484548e-01
 -1.35103613e-01  1.71089947e-01  1.20779499e-03 -3.43470760e-02
 -7.72856995e-02 -2.60769784e-01  1.79144386e-02  1.01823695e-01
  2.15966433e-01 -8.27757940e-02 -1.54170945e-01  1.73895657e-01
 -6.78415895e-02 -1.46550983e-01 -2.61712931e-02 -1.40444428e-01
 -7.75853023e-02  2.69309789e-01  2.75321752e-01  1.69783190e-01
  7.88673945e-03 -1.22482419e-01  1.16737671e-01 -1.93929784e-02
  3.90437469e-02  6.86141625e-02 -5.58936000e-02 -4.97321002e-02
 -2.58605540e-01  9.86565948e-02  2.21913353e-01 -2.58520246e-03
 -6.56987280e-02 -2.20931828e-01 -4.82768491e-02  1.50450066e-01
  1.69361047e-02  1.70844838e-01  2.77440429e-01 -2.13036597e-01
  3.78186285e-01  1.24255523e-01 -2.22641915e-01  1.55935913e-01
 -2.91934013e-01  2.01304182e-01 -2.01584712e-01 -2.97506690e-01]"
285,Other,"[-0.09277541 -0.17623723 -0.01982797 -0.14661264 -0.07318143 -0.22261083
  0.14882727 -0.03858352 -0.0890246   0.02470253  0.01067478  0.0777263
 -0.12177724 -0.10515239 -0.05972887 -0.08743885  0.09391814 -0.0011876
 -0.0476828  -0.09017537  0.00444188  0.02501743  0.27172005 -0.15541135
 -0.18708646 -0.13072382  0.03607688  0.23139836  0.18459105 -0.14653635
  0.03935306 -0.03242699  0.00860496  0.07659676 -0.02579891  0.13506213
  0.14558719  0.12419228 -0.03236585  0.00277293  0.10001805  0.04216117
 -0.0807486   0.06532837  0.01439055  0.05612895 -0.02038121 -0.0023282
  0.23011982  0.16156647 -0.23259954 -0.04153541 -0.06903336 -0.10000172
  0.02676152 -0.05338382  0.00127459  0.01051631 -0.16482246  0.05031842
  0.06957527  0.09378766 -0.0107988  -0.01210159 -0.08766207 -0.09890599
 -0.203897   -0.10549148 -0.09896005 -0.1722971  -0.0640201   0.07334293
 -0.06338647 -0.04176909  0.04101155 -0.00171823 -0.17127402  0.0368792
  0.16283129 -0.07073446  0.03864826  0.17169552 -0.0666688  -0.03351467
  0.02406102  0.05263649  0.02411614  0.10465854  0.05399336 -0.07106596
  0.04501754 -0.03650766  0.09513763 -0.16288412 -0.03311152  0.0672291
 -0.07839804  0.34630594 -0.18943115 -0.10854841]"
286,Other,"[-6.74842745e-02 -1.59771249e-01  5.84252775e-02 -3.98149975e-02
  2.55049318e-01  7.91225135e-02 -1.68940425e-01  2.23144665e-01
 -9.19144750e-02  3.62737067e-02 -2.14088708e-02 -1.46812841e-01
 -5.74343018e-02  1.02402316e-02  1.11267887e-01 -3.80114503e-02
  1.39079139e-01 -1.86541602e-01  1.65879522e-02  9.03988853e-02
  1.14985235e-01 -2.00278476e-01 -2.41652295e-01 -7.21915886e-02
 -2.40279231e-02  2.94481609e-02  9.51682553e-02  3.69840711e-01
  1.79015815e-01  1.14665829e-01  2.02023879e-01 -2.44370867e-02
  5.76373041e-02 -3.00628948e-03 -2.68634737e-01 -1.36864081e-01
  6.66458234e-02  1.11396424e-01  2.05384195e-02 -5.53687401e-02
 -2.44613051e-01  2.04495892e-01 -1.35022566e-01 -1.33972451e-01
 -4.35011387e-02  2.29729846e-01 -3.51791620e-01  4.91603911e-02
  4.31076765e-01  8.58149305e-02 -2.44450852e-01  1.25170082e-01
  2.40717232e-02  1.15440674e-01  5.46747558e-02  1.77453876e-01
 -1.22929014e-01 -1.63819924e-01  1.07337862e-01  1.84721902e-01
  5.89266457e-02 -1.45092413e-01  6.80876002e-02  3.06095093e-01
 -2.47268736e-01 -2.33277678e-04 -7.62609914e-02 -2.44344413e-01
 -2.02550724e-01  1.78908184e-01  2.37586930e-01  4.05660868e-02
  1.11900546e-01 -1.25642121e-01  8.94616619e-02 -2.18922156e-03
  1.72743037e-01 -2.62570649e-01 -5.37708914e-03  6.84528276e-02
  5.64864576e-02  2.19049096e-01  5.10784471e-03  2.02856660e-01
 -1.01224095e-01 -1.71465483e-02  2.30260447e-01  1.96907446e-01
 -4.56180386e-02  8.81803501e-03  1.14541508e-01 -3.03044170e-01
  1.34005547e-01 -1.48956282e-02 -3.39572541e-02 -3.15079421e-01
 -3.79365124e-02  6.90545663e-02  2.11054206e-01 -1.26859710e-01]"
